"waveplate" "222.911" "318.98" "463.676" "765.399" "794.06"
0 0.207959222277407 0.308680561488252 0.605093031118031 0.039964290111844 0.0432897202731276
5 0.211559799037621 0.306308304120222 0.613839861567331 0.0397307629228713 0.0408527979737232
10 0.212032077977464 0.311525540437973 0.606253653785842 0.0381229607572604 0.0443252749332071
15 0.215124005450603 0.314927778298921 0.602104903110437 0.0382666392910972 0.0421859885008847
20 0.218930204603558 0.316466188159555 0.602971613417844 0.0406753685341706 0.0434202475953336
25 0.218006463916255 0.320870456612902 0.59847429946099 0.0418871874591097 0.0421835296294748
30 0.223603197786045 0.318170465363473 0.597030433027279 0.0405981153030266 0.0453322804559355
35 0.21878727904945 0.320097384255869 0.594067095667686 0.0401146902741168 0.0408188387561085
40 0.221981905126143 0.31661426822279 0.597914559204811 0.0399388958013103 0.0405018929846608
45 0.216894804404604 0.316834103086245 0.596810377287221 0.0397260334874702 0.0478894242768782
50 0.220457338504325 0.308839650913888 0.595501398966088 0.0435469589126781 0.0427288589571661
55 0.222388126226757 0.302539319330842 0.601934118914959 0.0412655274339134 0.0453568047335002
60 0.210664343593585 0.303917696512682 0.598306071353242 0.0398411156940136 0.0453001922440017
65 0.212752313424173 0.299771206978518 0.598465579759348 0.0399480752373535 0.0454402632243257
70 0.211346974666695 0.295129602009318 0.608202136974488 0.0399520826806574 0.0417263947857712
75 0.210791994834823 0.298225152196529 0.605807392117603 0.0383558898756109 0.0448661169599873
80 0.209369740592386 0.297303204622601 0.60755635605478 0.0391918225670267 0.0397116631130245
85 0.213177828776791 0.292366404270512 0.618059892377511 0.0409423335192199 0.0441289181585807
90 0.209608387287477 0.301376945109344 0.613285730645774 0.0418719568742569 0.0433326790025707
112 0.203755681358453 0.302860422378998 0.604995091547938 0.0440432736911252 0.0419772904222631
135 0.209791733796169 0.312833190184129 0.582765205869401 0.041648430745157 0.0449940884827613
158 0.223404979527724 0.317108238987072 0.574149652304693 0.0436628098672417 0.0422486522269411
180 0.219441548361825 0.311299006429011 0.586493741148909 0.0433450551300835 0.0453537811054107
