"wavenumber" "bias.tetra" "bias.whitelamp.microscope" "bias.whitelamp.freespace"
222.911 1.48801321929751 1.1198738170347 1.07891877207281
318.98 1.53370375701672 1.06666666666667 1.09025759193294
463.676 0.948798776995661 1.07380073800738 1.10964115135889
765.399 1.04343686353016 1.0506721820062 1.15045974896424
794.06 1.00347102781819 1.06779661016949 1.15408608858391
