"W" "S0" "S1" "S2" "I" "polarisation"
-22 1.02043967004815 -0.0328123350693791 -0.491380285560152 0.0039106375 0.482610209325869
0 0.990313485911879 0.639315905689311 0.163661148996066 0.00386530416666667 0.666386625778144
10 0.954336135778102 0.560529939097315 0.399933069227634 0.00384674166666667 0.721526113723414
20 0.932356525919384 0.237665306094954 0.459578193195046 0.00391615416666667 0.554931869501886
30 0.952177411615548 -0.0878731914293831 0.436088310290365 0.0038447375 0.467196112443761
40 0.976654038960269 -0.411317478073314 0.0887186404032456 0.0038953125 0.43083499705407
50 1.00261655838811 -0.52399368007231 -0.363912309068519 0.00388354583333333 0.636301806709663
60 1.01863026711838 -0.4330563649338 -0.579088977990749 0.003867212 0.709880442075794
70 0.999658589237346 0.0133195992977628 -0.614981464290158 0.0038591625 0.61533577115591
80 1.00782479149768 0.362189887102887 -0.31345498374882 0.00391235416666667 0.475275371116722
90 0.997220417727166 0.578008400322177 0.104797616584922 0.003900572 0.5890692785658
100 0.952908366853189 0.528478708403845 0.42908704608559 0.00391625833333333 0.714380222847907
110 0.952264504152923 0.31987740033088 0.603927096075218 0.00387280416666667 0.717668449910546
225 1.0076172739414 -0.581959726985616 -0.118205505477004 0.00387726666666667 0.589353862128743
265 1.00698709037533 0.499500555872339 -0.133869994206669 0.003746375 0.513540438546201
