# polaram simulate /home/jonas/Dokumente/uni/semester7/bachelorarbeit/scripts/auswertungSpektren/polaram/witec.txt --output /home/jonas/Dokumente/uni/semester7/bachelorarbeit/scripts/auswertungSpektren/polaram/result_witec_phenylalanine.txt --log /home/jonas/code/python/PolaRam/log/muellersimulation.log --matrix /home/jonas/Dokumente/uni/semester7/bachelorarbeit/scripts/auswertungSpektren/polaram/labratoryMatrixPhenylalanine.txt
# Execution time: 2021-01-02 15:17:33.300066

# State.Header   Initial.State.S0  Initial.State.S1  Initial.State.S2  Initial.State.S3     Final.State.S0  Final.State.S1  Final.State.S2  Final.State.S3
v_53_=_3040.0581/cm  1.01443388 0.03149704 0.51488391 0.              2.46917839 0.38805774 0.52630773 0.        
v_54_=_3083.8355/cm  1.01443388 0.03149704 0.51488391 0.              1.61245639 0.11613112 0.07578445 0.        
v_55_=_3103.7065/cm  1.01443388 0.03149704 0.51488391 0.              0.37988401 0.05558039 0.07289369 0.        
v_56_=_3166.6573/cm  1.01443388 0.03149704 0.51488391 0.              1.13095723 0.08804536 0.06539377 0.        
v_57_=_3176.1083/cm  1.01443388 0.03149704 0.51488391 0.               1.23736700e+00  5.95480351e-02 -3.92976059e-04  0.00000000e+00
v_58_=_3185.6408/cm  1.01443388 0.03149704 0.51488391 0.              2.59980528 0.18727503 0.12075329 0.        
v_59_=_3194.1441/cm  1.01443388 0.03149704 0.51488391 0.               8.26803207e-01  3.97787575e-02 -2.57197163e-04  0.00000000e+00
v_60_=_3205.5084/cm  1.01443388 0.03149704 0.51488391 0.              6.66615542 0.99598954 1.31862631 0.        
v_61_=_3480.0034/cm  1.01443388 0.03149704 0.51488391 0.              2.4498164  0.38738139 0.52664069 0.        
v_62_=_3571.6208/cm  1.01443388 0.03149704 0.51488391 0.              1.09157191 0.05864078 0.01193912 0.        
v_63_=_3666.4515/cm  1.01443388 0.03149704 0.51488391 0.              2.63856948 0.3185985  0.37482408 0.        

# State.Header   Initial.State.S0  Initial.State.S1  Initial.State.S2  Initial.State.S3     Final.State.S0  Final.State.S1  Final.State.S2  Final.State.S3
v_1_=_33.9110/cm  0.97799173 0.61078711 0.56666809 0.              0.0580015  0.00555675 0.00033038 0.        
v_2_=_42.9975/cm  0.97799173 0.61078711 0.56666809 0.              0.07209727 0.00709718 0.00053895 0.        
v_3_=_54.9092/cm  0.97799173 0.61078711 0.56666809 0.              0.02705384 0.00286549 0.00034715 0.        
v_4_=_91.9286/cm  0.97799173 0.61078711 0.56666809 0.              0.04743517 0.00583384 0.00117535 0.        
v_5_=_179.9603/cm  0.97799173 0.61078711 0.56666809 0.              0.04614118 0.00506917 0.00072279 0.        
v_6_=_245.1754/cm  0.97799173 0.61078711 0.56666809 0.              0.00686596 0.00099845 0.00028176 0.        
v_7_=_289.3892/cm  0.97799173 0.61078711 0.56666809 0.              0.03845742 0.00879377 0.00385097 0.        
v_8_=_298.6721/cm  0.97799173 0.61078711 0.56666809 0.              0.04030794 0.01099115 0.0053038  0.        
v_9_=_317.1495/cm  0.97799173 0.61078711 0.56666809 0.              0.03128645 0.01118422 0.00600615 0.        
v_10_=_358.5207/cm  0.97799173 0.61078711 0.56666809 0.              9.86157717e-04 1.91312423e-04 7.45063176e-05 0.00000000e+00
v_11_=_416.0615/cm  0.97799173 0.61078711 0.56666809 0.              4.01285764e-04 1.12761153e-04 5.51293724e-05 0.00000000e+00
v_12_=_458.2468/cm  0.97799173 0.61078711 0.56666809 0.              0.08129686 0.03074855 0.01680577 0.        
v_13_=_519.3121/cm  0.97799173 0.61078711 0.56666809 0.              0.01637655 0.00253828 0.0007822  0.        
v_14_=_597.9584/cm  0.97799173 0.61078711 0.56666809 0.              0.02919239 0.00526797 0.0019259  0.        
v_15_=_627.0428/cm  0.97799173 0.61078711 0.56666809 0.              0.03300237 0.00714778 0.00302578 0.        
v_16_=_634.8215/cm  0.97799173 0.61078711 0.56666809 0.              0.0788751  0.00756716 0.00044706 0.        
v_17_=_644.0624/cm  0.97799173 0.61078711 0.56666809 0.              0.0401983  0.01137006 0.00558372 0.        
v_18_=_711.3407/cm  0.97799173 0.61078711 0.56666809 0.              0.00184593 0.00063551 0.0003372  0.        
v_19_=_755.2786/cm  0.97799173 0.61078711 0.56666809 0.              0.1558595  0.0761041  0.04444203 0.        
v_20_=_771.8421/cm  0.97799173 0.61078711 0.56666809 0.              0.03342882 0.01570517 0.00909098 0.        
v_21_=_804.1376/cm  0.97799173 0.61078711 0.56666809 0.              0.08235534 0.03128205 0.01713006 0.        
v_22_=_834.6371/cm  0.97799173 0.61078711 0.56666809 0.              0.13696088 0.05895354 0.03341924 0.        
v_23_=_859.3486/cm  0.97799173 0.61078711 0.56666809 0.              0.01341693 0.00143064 0.00017924 0.        
v_24_=_864.7519/cm  0.97799173 0.61078711 0.56666809 0.              0.04658135 0.02042734 0.01163507 0.        
v_25_=_926.4249/cm  0.97799173 0.61078711 0.56666809 0.              0.06750979 0.00877778 0.00202131 0.        
v_26_=_971.2632/cm  0.97799173 0.61078711 0.56666809 0.              0.03399371 0.01140969 0.00599803 0.        
v_27_=_979.7681/cm  0.97799173 0.61078711 0.56666809 0.              0.00072414 0.00021443 0.00010741 0.        
v_28_=_1001.1721/cm  0.97799173 0.61078711 0.56666809 0.              0.00238517 0.00054342 0.00023759 0.        
v_29_=_1016.2137/cm  0.97799173 0.61078711 0.56666809 0.              0.77075209 0.36776166 0.21364241 0.        
v_30_=_1033.0237/cm  0.97799173 0.61078711 0.56666809 0.              0.51708774 0.13952006 0.06696953 0.        
v_31_=_1054.6929/cm  0.97799173 0.61078711 0.56666809 0.              0.39707187 0.19338595 0.11286221 0.        
v_32_=_1106.2333/cm  0.97799173 0.61078711 0.56666809 0.              0.07593696 0.02136784 0.01046279 0.        
v_33_=_1110.4639/cm  0.97799173 0.61078711 0.56666809 0.              0.03071223 0.00294654 0.00017635 0.        
v_34_=_1159.3392/cm  0.97799173 0.61078711 0.56666809 0.              0.03517495 0.00889352 0.00413356 0.        
v_35_=_1177.8881/cm  0.97799173 0.61078711 0.56666809 0.              0.06823588 0.01280481 0.00485189 0.        
v_36_=_1190.6930/cm  0.97799173 0.61078711 0.56666809 0.              0.08763451 0.00849596 0.00055979 0.        
v_37_=_1212.5763/cm  0.97799173 0.61078711 0.56666809 0.              0.06725683 0.00721523 0.0009287  0.        
v_38_=_1228.4588/cm  0.97799173 0.61078711 0.56666809 0.              0.51506583 0.23291637 0.13361134 0.        
v_39_=_1238.9638/cm  0.97799173 0.61078711 0.56666809 0.              0.38153786 0.12729015 0.06674538 0.        
v_40_=_1318.5650/cm  0.97799173 0.61078711 0.56666809 0.              0.07020617 0.00843303 0.00160515 0.        
v_41_=_1340.0531/cm  0.97799173 0.61078711 0.56666809 0.              0.29771366 0.08643381 0.04290648 0.        
v_42_=_1359.2679/cm  0.97799173 0.61078711 0.56666809 0.              0.0322667  0.00858778 0.00409036 0.        
v_43_=_1368.3743/cm  0.97799173 0.61078711 0.56666809 0.              0.08145787 0.01076288 0.00254716 0.        
v_44_=_1382.1569/cm  0.97799173 0.61078711 0.56666809 0.              0.34202248 0.066074   0.02556577 0.        
v_45_=_1460.9495/cm  0.97799173 0.61078711 0.56666809 0.              0.04940884 0.0090695  0.00336549 0.        
v_46_=_1494.5467/cm  0.97799173 0.61078711 0.56666809 0.              0.03392526 0.00358993 0.00043579 0.        
v_47_=_1505.4504/cm  0.97799173 0.61078711 0.56666809 0.              0.17316232 0.02263976 0.00526216 0.        
v_48_=_1539.3000/cm  0.97799173 0.61078711 0.56666809 0.              0.0104308  0.0015045  0.00041771 0.        
v_49_=_1634.6360/cm  0.97799173 0.61078711 0.56666809 0.              0.19696547 0.01896697 0.00116186 0.        
v_50_=_1656.0523/cm  0.97799173 0.61078711 0.56666809 0.              1.00087131 0.14679471 0.0418451  0.        
v_51_=_1680.7437/cm  0.97799173 0.61078711 0.56666809 0.              0.05491308 0.00607215 0.00088721 0.        
v_52_=_1815.5212/cm  0.97799173 0.61078711 0.56666809 0.              0.12662726 0.04151402 0.02163481 0.        
v_53_=_3040.0581/cm  0.97799173 0.61078711 0.56666809 0.              2.38058273 1.03721359 0.58963652 0.        
v_54_=_3083.8355/cm  0.97799173 0.61078711 0.56666809 0.              1.5543094  0.26566988 0.09196537 0.        
v_55_=_3103.7065/cm  0.97799173 0.61078711 0.56666809 0.              0.36625513 0.14713625 0.08188965 0.        
v_56_=_3166.6573/cm  0.97799173 0.61078711 0.56666809 0.              1.09050286 0.20524215 0.07792881 0.        
v_57_=_3176.1083/cm  0.97799173 0.61078711 0.56666809 0.              1.19301431 0.11432762 0.00666421 0.        
v_58_=_3185.6408/cm  0.97799173 0.61078711 0.56666809 0.              2.50661528 0.42666153 0.14700587 0.        
v_59_=_3194.1441/cm  0.97799173 0.61078711 0.56666809 0.              0.79718591 0.07637746 0.00442008 0.        
v_60_=_3205.5084/cm  0.97799173 0.61078711 0.56666809 0.              6.42756203 2.64350149 1.48008457 0.        
v_61_=_3480.0034/cm  0.97799173 0.61078711 0.56666809 0.              2.36196197 1.03602089 0.58994249 0.        
v_62_=_3571.6208/cm  0.97799173 0.61078711 0.56666809 0.              1.05239374 0.11942176 0.01917392 0.        
v_63_=_3666.4515/cm  0.97799173 0.61078711 0.56666809 0.              2.54373702 0.82004932 0.42487875 0.        

# State.Header   Initial.State.S0  Initial.State.S1  Initial.State.S2  Initial.State.S3     Final.State.S0  Final.State.S1  Final.State.S2  Final.State.S3
v_1_=_33.9110/cm  0.96458181 0.88756231 0.37357784 0.               0.05727812  0.00632163 -0.0006432   0.        
v_2_=_42.9975/cm  0.96458181 0.88756231 0.37357784 0.               0.07119818  0.00809012 -0.0007166   0.        
v_3_=_54.9092/cm  0.96458181 0.88756231 0.37357784 0.               0.02672063  0.00327679 -0.00017533  0.        
v_4_=_91.9286/cm  0.96458181 0.88756231 0.37357784 0.              4.68690752e-02 6.71171434e-03 6.18385720e-05 0.00000000e+00
v_5_=_179.9603/cm  0.96458181 0.88756231 0.37357784 0.               0.04557648  0.00580389 -0.00021079  0.        
v_6_=_245.1754/cm  0.96458181 0.88756231 0.37357784 0.              6.78641216e-03 1.15433679e-03 8.31310564e-05 0.00000000e+00
v_7_=_289.3892/cm  0.96458181 0.88756231 0.37357784 0.              0.03806987 0.01028889 0.00194248 0.        
v_8_=_298.6721/cm  0.96458181 0.88756231 0.37357784 0.              0.03993394 0.01289851 0.00286369 0.        
v_9_=_317.1495/cm  0.96458181 0.88756231 0.37357784 0.              0.03104311 0.01317681 0.0034561  0.        
v_10_=_358.5207/cm  0.96458181 0.88756231 0.37357784 0.              9.75624596e-04 2.22953657e-04 3.41233979e-05 0.00000000e+00
v_11_=_416.0615/cm  0.96458181 0.88756231 0.37357784 0.              3.97620917e-04 1.32419539e-04 3.00106222e-05 0.00000000e+00
v_12_=_458.2468/cm  0.96458181 0.88756231 0.37357784 0.              0.08069428 0.03625338 0.0097615  0.        
v_13_=_519.3121/cm  0.96458181 0.88756231 0.37357784 0.              0.0161906  0.00294068 0.00026861 0.        
v_14_=_597.9584/cm  0.96458181 0.88756231 0.37357784 0.              0.02887201 0.00612846 0.00082894 0.        
v_15_=_627.0428/cm  0.96458181 0.88756231 0.37357784 0.              0.03266192 0.00835165 0.00148787 0.        
v_16_=_634.8215/cm  0.96458181 0.88756231 0.37357784 0.               0.07789599  0.00861208 -0.00088369  0.        
v_17_=_644.0624/cm  0.96458181 0.88756231 0.37357784 0.              0.03982924 0.0133534  0.00304665 0.        
v_18_=_711.3407/cm  0.96458181 0.88756231 0.37357784 0.              0.00183098 0.0007484  0.00019281 0.        
v_19_=_755.2786/cm  0.96458181 0.88756231 0.37357784 0.              0.15500464 0.08996969 0.02669279 0.        
v_20_=_771.8421/cm  0.96458181 0.88756231 0.37357784 0.              0.03323478 0.01856017 0.00543684 0.        
v_21_=_804.1376/cm  0.96458181 0.88756231 0.37357784 0.              0.08173996 0.03688686 0.0099572  0.        
v_22_=_834.6371/cm  0.96458181 0.88756231 0.37357784 0.              0.13606595 0.06960594 0.01978529 0.        
v_23_=_859.3486/cm  0.96458181 0.88756231 0.37357784 0.               1.32519961e-02  1.63580075e-03 -8.12618905e-05  0.00000000e+00
v_24_=_864.7519/cm  0.96458181 0.88756231 0.37357784 0.              0.04628185 0.02412516 0.00690269 0.        
v_25_=_926.4249/cm  0.96458181 0.88756231 0.37357784 0.              0.06671015 0.01011607 0.00031872 0.        
v_26_=_971.2632/cm  0.96458181 0.88756231 0.37357784 0.              0.03371558 0.01343135 0.00341132 0.        
v_27_=_979.7681/cm  0.96458181 0.88756231 0.37357784 0.              7.17658873e-04 2.52032669e-04 5.93214177e-05 0.00000000e+00
v_28_=_1001.1721/cm  0.96458181 0.88756231 0.37357784 0.              0.00236109 0.00063569 0.00011974 0.        
v_29_=_1016.2137/cm  0.96458181 0.88756231 0.37357784 0.              0.76638593 0.43466422 0.12800378 0.        
v_30_=_1033.0237/cm  0.96458181 0.88756231 0.37357784 0.              0.51225563 0.16371344 0.03604346 0.        
v_31_=_1054.6929/cm  0.96458181 0.88756231 0.37357784 0.              0.39488999 0.2286097  0.06777275 0.        
v_32_=_1106.2333/cm  0.96458181 0.88756231 0.37357784 0.              0.07524261 0.0250894  0.00570412 0.        
v_33_=_1110.4639/cm  0.96458181 0.88756231 0.37357784 0.               0.03033095  0.00335109 -0.00033866  0.        
v_34_=_1159.3392/cm  0.96458181 0.88756231 0.37357784 0.              0.03483508 0.01042283 0.00217755 0.        
v_35_=_1177.8881/cm  0.96458181 0.88756231 0.37357784 0.              0.0674987  0.01491324 0.00215404 0.        
v_36_=_1190.6930/cm  0.96458181 0.88756231 0.37357784 0.               0.08654822  0.0096739  -0.00094048  0.        
v_37_=_1212.5763/cm  0.96458181 0.88756231 0.37357784 0.               0.06643228  0.00824987 -0.0003844   0.        
v_38_=_1228.4588/cm  0.96458181 0.88756231 0.37357784 0.              0.51192292 0.27514667 0.07956295 0.        
v_39_=_1238.9638/cm  0.96458181 0.88756231 0.37357784 0.              0.37840258 0.14984494 0.03790383 0.        
v_40_=_1318.5650/cm  0.96458181 0.88756231 0.37357784 0.              6.93626501e-02 9.69030248e-03 8.37307765e-06 0.00000000e+00
v_41_=_1340.0531/cm  0.96458181 0.88756231 0.37357784 0.              0.29504161 0.10154033 0.02358904 0.        
v_42_=_1359.2679/cm  0.96458181 0.88756231 0.37357784 0.              0.03196411 0.01007555 0.00219048 0.        
v_43_=_1368.3743/cm  0.96458181 0.88756231 0.37357784 0.              0.08049932 0.01241516 0.00044943 0.        
v_44_=_1382.1569/cm  0.96458181 0.88756231 0.37357784 0.              0.33836882 0.07704169 0.01159474 0.        
v_45_=_1460.9495/cm  0.96458181 0.88756231 0.37357784 0.              0.04886832 0.010561   0.00146339 0.        
v_46_=_1494.5467/cm  0.96458181 0.88756231 0.37357784 0.               0.03350837  0.00410207 -0.00021673  0.        
v_47_=_1505.4504/cm  0.96458181 0.88756231 0.37357784 0.              0.17111359 0.02610017 0.00086851 0.        
v_48_=_1539.3000/cm  0.96458181 0.88756231 0.37357784 0.              0.01030985 0.00173986 0.00011833 0.        
v_49_=_1634.6360/cm  0.96458181 0.88756231 0.37357784 0.               0.19452289  0.02159111 -0.00217851  0.        
v_50_=_1656.0523/cm  0.96458181 0.88756231 0.37357784 0.              0.98932233 0.16982608 0.01250581 0.        
v_51_=_1680.7437/cm  0.96458181 0.88756231 0.37357784 0.               0.05424351  0.00695013 -0.00022627  0.        
v_52_=_1815.5212/cm  0.96458181 0.88756231 0.37357784 0.              0.12557467 0.0488595  0.01223408 0.        
v_53_=_3040.0581/cm  0.96458181 0.88756231 0.37357784 0.              2.36527777 1.22486301 0.34948887 0.        
v_54_=_3083.8355/cm  0.96458181 0.88756231 0.37357784 0.              1.53696224 0.30885212 0.03674971 0.        
v_55_=_3103.7065/cm  0.96458181 0.88756231 0.37357784 0.              0.36366477 0.1735957  0.04803478 0.        
v_56_=_3166.6573/cm  0.96458181 0.88756231 0.37357784 0.              1.07871696 0.23907298 0.03469918 0.        
v_57_=_3176.1083/cm  0.96458181 0.88756231 0.37357784 0.               1.17816892  0.13009891 -0.01333324  0.        
v_58_=_3185.6408/cm  0.96458181 0.88756231 0.37357784 0.              2.47872094 0.49569725 0.05885174 0.        
v_59_=_3194.1441/cm  0.96458181 0.88756231 0.37357784 0.               0.78727846  0.08692354 -0.00896692  0.        
v_60_=_3205.5084/cm  0.96458181 0.88756231 0.37357784 0.              6.38369986 3.11965655 0.87066461 0.        
v_61_=_3480.0034/cm  0.96458181 0.88756231 0.37357784 0.              2.34694294 1.22349765 0.34998397 0.        
v_62_=_3571.6208/cm  0.96458181 0.88756231 0.37357784 0.               1.03960628  0.13696003 -0.00320169  0.        
v_63_=_3666.4515/cm  0.96458181 0.88756231 0.37357784 0.              2.52216554 0.96497862 0.23951057 0.        

# State.Header   Initial.State.S0  Initial.State.S1  Initial.State.S2  Initial.State.S3     Final.State.S0  Final.State.S1  Final.State.S2  Final.State.S3
v_1_=_33.9110/cm  1.01178949 0.87502737 0.0845277  0.               0.06018357  0.00565365 -0.00226685  0.        
v_2_=_42.9975/cm  1.01178949 0.87502737 0.0845277  0.               0.07480884  0.0072303  -0.00279772  0.        
v_3_=_54.9092/cm  1.01178949 0.87502737 0.0845277  0.               0.02807962  0.00291826 -0.0010309   0.        
v_4_=_91.9286/cm  1.01178949 0.87502737 0.0845277  0.               0.0492765   0.00593659 -0.00173374  0.        
v_5_=_179.9603/cm  1.01178949 0.87502737 0.0845277  0.               0.04790182  0.0051569  -0.00173749  0.        
v_6_=_245.1754/cm  1.01178949 0.87502737 0.0845277  0.               0.00713782  0.00101415 -0.00023284  0.        
v_7_=_289.3892/cm  1.01178949 0.87502737 0.0845277  0.               0.04012149  0.00892681 -0.00100396  0.        
v_8_=_298.6721/cm  1.01178949 0.87502737 0.0845277  0.               0.04212923  0.01114936 -0.00087735  0.        
v_9_=_317.1495/cm  1.01178949 0.87502737 0.0845277  0.               0.03281359  0.01134001 -0.00042068  0.        
v_10_=_358.5207/cm  1.01178949 0.87502737 0.0845277  0.               1.02736970e-03  1.94151055e-04 -2.88594488e-05  0.00000000e+00
v_11_=_416.0615/cm  1.01178949 0.87502737 0.0845277  0.               4.19561421e-04  1.14416283e-04 -8.44462029e-06  0.00000000e+00
v_12_=_458.2468/cm  1.01178949 0.87502737 0.0845277  0.               0.08533762  0.03117646 -0.00093104  0.        
v_13_=_519.3121/cm  1.01178949 0.87502737 0.0845277  0.               0.01703533  0.00257717 -0.00054447  0.        
v_14_=_597.9584/cm  1.01178949 0.87502737 0.0845277  0.               0.03039182  0.00534768 -0.00088922  0.        
v_15_=_627.0428/cm  1.01178949 0.87502737 0.0845277  0.               0.03441596  0.00725105 -0.00089723  0.        
v_16_=_634.8215/cm  1.01178949 0.87502737 0.0845277  0.               0.08184149  0.00770906 -0.00309174  0.        
v_17_=_644.0624/cm  1.01178949 0.87502737 0.0845277  0.               0.04203126  0.01153334 -0.00083788  0.        
v_18_=_711.3407/cm  1.01178949 0.87502737 0.0845277  0.               1.93469403e-03  6.44439119e-04 -2.69198540e-05  0.00000000e+00
v_19_=_755.2786/cm  1.01178949 0.87502737 0.0845277  0.               1.64337803e-01  7.71366091e-02 -1.01461355e-04  0.00000000e+00
v_20_=_771.8421/cm  1.01178949 0.87502737 0.0845277  0.               3.52217060e-02  1.59192267e-02 -8.35869109e-05  0.00000000e+00
v_21_=_804.1376/cm  1.01178949 0.87502737 0.0845277  0.               0.08644667  0.03171777 -0.00092801  0.        
v_22_=_834.6371/cm  1.01178949 0.87502737 0.0845277  0.               0.14406107  0.05976085 -0.00084927  0.        
v_23_=_859.3486/cm  1.01178949 0.87502737 0.0845277  0.               0.01392662  0.00145572 -0.00050885  0.        
v_24_=_864.7519/cm  1.01178949 0.87502737 0.0845277  0.               0.04901319  0.02070746 -0.00025652  0.        
v_25_=_926.4249/cm  1.01178949 0.87502737 0.0845277  0.               0.07014415  0.00892667 -0.00241133  0.        
v_26_=_971.2632/cm  1.01178949 0.87502737 0.0845277  0.               0.03561859  0.01157051 -0.00052731  0.        
v_27_=_979.7681/cm  1.01178949 0.87502737 0.0845277  0.               7.57528737e-04  2.17540434e-04 -1.41567588e-05  0.00000000e+00
v_28_=_1001.1721/cm  1.01178949 0.87502737 0.0845277  0.               2.48828624e-03  5.51513590e-04 -6.23037244e-05  0.00000000e+00
v_29_=_1016.2137/cm  1.01178949 0.87502737 0.0845277  0.               0.81230554  0.37276655 -0.00132681  0.        
v_30_=_1033.0237/cm  1.01178949 0.87502737 0.0845277  0.               0.54037188  0.14154859 -0.01138842  0.        
v_31_=_1054.6929/cm  1.01178949 0.87502737 0.0845277  0.               4.18642747e-01  1.96012964e-01 -2.94142766e-04  0.00000000e+00
v_32_=_1106.2333/cm  1.01178949 0.87502737 0.0845277  0.               0.0793936   0.02167504 -0.00158419  0.        
v_33_=_1110.4639/cm  1.01178949 0.87502737 0.0845277  0.               0.03186757  0.00299789 -0.00119744  0.        
v_34_=_1159.3392/cm  1.01178949 0.87502737 0.0845277  0.               0.03673161  0.00902262 -0.00083013  0.        
v_35_=_1177.8881/cm  1.01178949 0.87502737 0.0845277  0.               0.07106604  0.01300091 -0.00205135  0.        
v_36_=_1190.6930/cm  1.01178949 0.87502737 0.0845277  0.               0.09093365  0.00865483 -0.00342584  0.        
v_37_=_1212.5763/cm  1.01178949 0.87502737 0.0845277  0.               0.06981366  0.00733959 -0.00254067  0.        
v_38_=_1228.4588/cm  1.01178949 0.87502737 0.0845277  0.               0.54228475  0.23610586 -0.00214596  0.        
v_39_=_1238.9638/cm  1.01178949 0.87502737 0.0845277  0.               0.39975286  0.12909965 -0.00601864  0.        
v_40_=_1318.5650/cm  1.01178949 0.87502737 0.0845277  0.               0.07291969  0.00857709 -0.00257624  0.        
v_41_=_1340.0531/cm  1.01178949 0.87502737 0.0845277  0.               0.31138351  0.08767613 -0.00596113  0.        
v_42_=_1359.2679/cm  1.01178949 0.87502737 0.0845277  0.               0.03371659  0.00871434 -0.00072495  0.        
v_43_=_1368.3743/cm  1.01178949 0.87502737 0.0845277  0.               0.08465015  0.01095152 -0.00290627  0.        
v_44_=_1382.1569/cm  1.01178949 0.87502737 0.0845277  0.               0.35632539  0.0671224  -0.0101562   0.        
v_45_=_1460.9495/cm  1.01178949 0.87502737 0.0845277  0.               0.05144859  0.00921214 -0.00150689  0.        
v_46_=_1494.5467/cm  1.01178949 0.87502737 0.0845277  0.               0.03521359  0.0036512  -0.00128892  0.        
v_47_=_1505.4504/cm  1.01178949 0.87502737 0.0845277  0.               0.17993103  0.02302546 -0.00617789  0.        
v_48_=_1539.3000/cm  1.01178949 0.87502737 0.0845277  0.               0.01084426  0.00152922 -0.00035767  0.        
v_49_=_1634.6360/cm  1.01178949 0.87502737 0.0845277  0.               0.20437909  0.01932365 -0.00771802  0.        
v_50_=_1656.0523/cm  1.01178949 0.87502737 0.0845277  0.               1.04067837  0.14915923 -0.03408777  0.        
v_51_=_1680.7437/cm  1.01178949 0.87502737 0.0845277  0.               0.05701016  0.00617266 -0.00205209  0.        
v_52_=_1815.5212/cm  1.01178949 0.87502737 0.0845277  0.               0.13264998  0.04210319 -0.00208658  0.        
v_53_=_3040.0581/cm  1.01178949 0.87502737 0.0845277  0.               2.50465682  1.05148483 -0.0138245   0.        
v_54_=_3083.8355/cm  1.01178949 0.87502737 0.0845277  0.               1.61777376  0.26992205 -0.04973273  0.        
v_55_=_3103.7065/cm  1.01178949 0.87502737 0.0845277  0.               0.38477344  0.14916784 -0.00328338  0.        
v_56_=_3166.6573/cm  1.01178949 0.87502737 0.0845277  0.               1.13570637  0.20842656 -0.03267354  0.        
v_57_=_3176.1083/cm  1.01178949 0.87502737 0.0845277  0.               1.23782272  0.11645267 -0.04660913  0.        
v_58_=_3185.6408/cm  1.01178949 0.87502737 0.0845277  0.               2.60872802  0.4333016  -0.07952422  0.        
v_59_=_3194.1441/cm  1.01178949 0.87502737 0.0845277  0.               0.82714282  0.07781911 -0.03120977  0.        
v_60_=_3205.5084/cm  1.01178949 0.87502737 0.0845277  0.               6.75597246  2.67995927 -0.05251731  0.        
v_61_=_3480.0034/cm  1.01178949 0.87502737 0.0845277  0.               2.48543141  1.05020952 -0.01302933  0.        
v_62_=_3571.6208/cm  1.01178949 0.87502737 0.0845277  0.               1.09270448  0.12157627 -0.03947512  0.        
v_63_=_3666.4515/cm  1.01178949 0.87502737 0.0845277  0.               2.66383069  0.83177188 -0.04300904  0.        

