# polaram simulate /home/jonas/Dokumente/uni/semester7/bachelorarbeit/scripts/auswertungSpektren/polaram/witec.txt --output /home/jonas/Dokumente/uni/semester7/bachelorarbeit/scripts/auswertungSpektren/polaram/result_witec_phenylalanine.txt --log /home/jonas/code/python/PolaRam/log/muellersimulation.log --matrix /home/jonas/Dokumente/uni/semester7/bachelorarbeit/scripts/auswertungSpektren/polaram/labratoryMatrixPhenylalanine.txt
# Execution time: 2021-01-02 15:17:33.300066

# State.Header   Initial.State.S0  Initial.State.S1  Initial.State.S2  Initial.State.S3     Final.State.S0  Final.State.S1  Final.State.S2  Final.State.S3
v_24_=_864.7519/cm   1.05056096  0.03012559 -0.51589894  0.               0.05166727 -0.00379917 -0.01486633  0.        
v_25_=_926.4249/cm   1.05056096  0.03012559 -0.51589894  0.               7.31063275e-02 -2.72325345e-06 -7.85030483e-03  0.00000000e+00
v_26_=_971.2632/cm   1.05056096  0.03012559 -0.51589894  0.               0.03739487 -0.00184029 -0.00854225  0.        
v_27_=_979.7681/cm   1.05056096  0.03012559 -0.51589894  0.               7.94470773e-04 -3.18384620e-05 -1.63375944e-04  0.00000000e+00
v_28_=_1001.1721/cm   1.05056096  0.03012559 -0.51589894  0.               2.60266315e-03 -6.16281409e-05 -4.30681882e-04  0.00000000e+00
v_29_=_1016.2137/cm   1.05056096  0.03012559 -0.51589894  0.               0.85723273 -0.07054178 -0.26543453  0.        
v_30_=_1033.0237/cm   1.05056096  0.03012559 -0.51589894  0.               0.56604612 -0.01906311 -0.10762912  0.        
v_31_=_1054.6929/cm   1.05056096  0.03012559 -0.51589894  0.               0.44194907 -0.03737509 -0.13931782  0.        
v_32_=_1106.2333/cm   1.05056096  0.03012559 -0.51589894  0.               0.08320114 -0.00303267 -0.01638347  0.        
v_33_=_1110.4639/cm   1.05056096  0.03012559 -0.51589894  0.               0.03317111  0.00027305 -0.00288617  0.        
v_34_=_1159.3392/cm   1.05056096  0.03012559 -0.51589894  0.               0.03845083 -0.00113897 -0.00692727  0.        
v_35_=_1177.8881/cm   1.05056096  0.03012559 -0.51589894  0.               0.07421281 -0.0010341  -0.01052033  0.        
v_36_=_1190.6930/cm   1.05056096  0.03012559 -0.51589894  0.               0.0946517   0.00076676 -0.00829618  0.        
v_37_=_1212.5763/cm   1.05056096  0.03012559 -0.51589894  0.               0.07269822  0.00039869 -0.00680874  0.        
v_38_=_1228.4588/cm   1.05056096  0.03012559 -0.51589894  0.               0.57175791 -0.04374089 -0.16892764  0.        
v_39_=_1238.9638/cm   1.05056096  0.03012559 -0.51589894  0.               0.41969361 -0.02046578 -0.09538784  0.        
v_40_=_1318.5650/cm   1.05056096  0.03012559 -0.51589894  0.               0.07598169  0.00017248 -0.0077139   0.        
v_41_=_1340.0531/cm   1.05056096  0.03012559 -0.51589894  0.               0.32641809 -0.01258423 -0.06598309  0.        
v_42_=_1359.2679/cm   1.05056096  0.03012559 -0.51589894  0.               0.03531444 -0.00115746 -0.00663882  0.        
v_43_=_1368.3743/cm   1.05056096  0.03012559 -0.51589894  0.               8.82337186e-02 -4.42043013e-05 -9.58930015e-03  0.00000000e+00
v_44_=_1382.1569/cm   1.05056096  0.03012559 -0.51589894  0.               0.37225506 -0.00570086 -0.05399139  0.        
v_45_=_1460.9495/cm   1.05056096  0.03012559 -0.51589894  0.               0.05373459 -0.00070453 -0.00748724  0.        
v_46_=_1494.5467/cm   1.05056096  0.03012559 -0.51589894  0.               0.03666969  0.00021154 -0.003408    0.        
v_47_=_1505.4504/cm   1.05056096  0.03012559 -0.51589894  0.               1.87554946e-01 -5.15574767e-05 -2.02256276e-02  0.00000000e+00
v_48_=_1539.3000/cm   1.05056096  0.03012559 -0.51589894  0.               1.13085667e-02 -3.98857658e-05 -1.31017559e-03  0.00000000e+00
v_49_=_1634.6360/cm   1.05056096  0.03012559 -0.51589894  0.               0.21273709  0.00175412 -0.01856837  0.        
v_50_=_1656.0523/cm   1.05056096  0.03012559 -0.51589894  0.               1.0853548  -0.00450417 -0.12739061  0.        
v_51_=_1680.7437/cm   1.05056096  0.03012559 -0.51589894  0.               0.05937627  0.00027353 -0.00567829  0.        
v_52_=_1815.5212/cm   1.05056096  0.03012559 -0.51589894  0.               0.13926209 -0.00661624 -0.03121164  0.        
v_53_=_3040.0581/cm   1.05056096  0.03012559 -0.51589894  0.               2.63957211 -0.19203193 -0.75513094  0.        
v_54_=_3083.8355/cm   1.05056096  0.03012559 -0.51589894  0.               1.68931728 -0.0172638  -0.2233012   0.        
v_55_=_3103.7065/cm   1.05056096  0.03012559 -0.51589894  0.               0.40497116 -0.02625044 -0.10793474  0.        
v_56_=_3166.6573/cm   1.05056096  0.03012559 -0.51589894  0.               1.18593354 -0.01660605 -0.16836183  0.        
v_57_=_3176.1083/cm   1.05056096  0.03012559 -0.51589894  0.               1.28842051  0.01073987 -0.11190927  0.        
v_58_=_3185.6408/cm   1.05056096  0.03012559 -0.51589894  0.               2.722805   -0.02668305 -0.35771007  0.        
v_59_=_3194.1441/cm   1.05056096  0.03012559 -0.51589894  0.               0.86093173  0.0072132  -0.0748026   0.        
v_60_=_3205.5084/cm   1.05056096  0.03012559 -0.51589894  0.               7.11269275 -0.47646193 -1.93526004  0.        
v_61_=_3480.0034/cm   1.05056096  0.03012559 -0.51589894  0.               2.6195593  -0.19236458 -0.75382853  0.        
v_62_=_3571.6208/cm   1.05056096  0.03012559 -0.51589894  0.               1.13820027  0.0045483  -0.11112231  0.        
v_63_=_3666.4515/cm   1.05056096  0.03012559 -0.51589894  0.               2.79612893 -0.12929895 -0.61750742  0.        

# State.Header   Initial.State.S0  Initial.State.S1  Initial.State.S2  Initial.State.S3     Final.State.S0  Final.State.S1  Final.State.S2  Final.State.S3
v_1_=_33.9110/cm   0.98123145 -0.94009844 -0.05517238  0.               0.0583546  -0.00286435 -0.00285918  0.        
v_2_=_42.9975/cm   0.98123145 -0.94009844 -0.05517238  0.               0.07253154 -0.0037661  -0.00354665  0.        
v_3_=_54.9092/cm   0.98123145 -0.94009844 -0.05517238  0.               0.02721657 -0.00162393 -0.00133904  0.        
v_4_=_91.9286/cm   0.98123145 -0.94009844 -0.05517238  0.               0.04775147 -0.00371322 -0.00241292  0.        
v_5_=_179.9603/cm   0.98123145 -0.94009844 -0.05517238  0.               0.04643754 -0.00296715 -0.00231029  0.        
v_6_=_245.1754/cm   0.98123145 -0.94009844 -0.05517238  0.               0.00691443 -0.00069806 -0.00035878  0.        
v_7_=_289.3892/cm   0.98123145 -0.94009844 -0.05517238  0.               0.03884928 -0.00733283 -0.00221104  0.        
v_8_=_298.6721/cm   0.98123145 -0.94009844 -0.05517238  0.               0.04077939 -0.00957058 -0.00243322  0.        
v_9_=_317.1495/cm   0.98123145 -0.94009844 -0.05517238  0.               0.03174561 -0.01025455 -0.00205849  0.        
v_10_=_358.5207/cm   0.98123145 -0.94009844 -0.05517238  0.               9.94924676e-04 -1.51382243e-04 -5.47595925e-05  0.00000000e+00
v_11_=_416.0615/cm   0.98123145 -0.94009844 -0.05517238  0.               4.06106801e-04 -9.88915947e-05 -2.44078313e-05  0.00000000e+00
v_12_=_458.2468/cm   0.98123145 -0.94009844 -0.05517238  0.               0.08255222 -0.02844757 -0.005455    0.        
v_13_=_519.3121/cm   0.98123145 -0.94009844 -0.05517238  0.               0.01650524 -0.00183734 -0.00087095  0.        
v_14_=_597.9584/cm   0.98123145 -0.94009844 -0.05517238  0.               0.02943583 -0.00405871 -0.00159167  0.        
v_15_=_627.0428/cm   0.98123145 -0.94009844 -0.05517238  0.               0.0333448  -0.00587519 -0.00188779  0.        
v_16_=_634.8215/cm   0.98123145 -0.94009844 -0.05517238  0.               0.07930698 -0.00388487 -0.00385791  0.        
v_17_=_644.0624/cm   0.98123145 -0.94009844 -0.05517238  0.               0.0407102  -0.00999937 -0.00245633  0.        
v_18_=_711.3407/cm   0.98123145 -0.94009844 -0.05517238  0.               0.00187227 -0.00057914 -0.00011964  0.        
v_19_=_755.2786/cm   0.98123145 -0.94009844 -0.05517238  0.               0.1588889  -0.07282291 -0.01155792  0.        
v_20_=_771.8421/cm   0.98123145 -0.94009844 -0.05517238  0.               0.03405872 -0.01496296 -0.00244063  0.        
v_21_=_804.1376/cm   0.98123145 -0.94009844 -0.05517238  0.               0.08366439 -0.02898171 -0.00553023  0.        
v_22_=_834.6371/cm   0.98123145 -0.94009844 -0.05517238  0.               0.13932467 -0.05553595 -0.0096381   0.        
v_23_=_859.3486/cm   0.98123145 -0.94009844 -0.05517238  0.               0.01349927 -0.00081504 -0.00066812  0.        
v_24_=_864.7519/cm   0.98123145 -0.94009844 -0.05517238  0.               0.04741987 -0.01930561 -0.00330576  0.        
v_25_=_926.4249/cm   0.98123145 -0.94009844 -0.05517238  0.               0.06796815 -0.0057795  -0.00345719  0.        
v_26_=_971.2632/cm   0.98123145 -0.94009844 -0.05517238  0.               0.03445963 -0.01034687 -0.00218407  0.        
v_27_=_979.7681/cm   0.98123145 -0.94009844 -0.05517238  0.               7.33532025e-04 -1.90300917e-04 -4.47113067e-05  0.00000000e+00
v_28_=_1001.1721/cm   0.98123145 -0.94009844 -0.05517238  0.               0.0024095  -0.00045258 -0.00013718  0.        
v_29_=_1016.2137/cm   0.98123145 -0.94009844 -0.05517238  0.               0.78527732 -0.35087497 -0.05656349  0.        
v_30_=_1033.0237/cm   0.98123145 -0.94009844 -0.05517238  0.               0.52308034 -0.12121607 -0.03110124  0.        
v_31_=_1054.6929/cm   0.98123145 -0.94009844 -0.05517238  0.               0.40469153 -0.18494028 -0.02938634  0.        
v_32_=_1106.2333/cm   0.98123145 -0.94009844 -0.05517238  0.               0.07684889 -0.0187357  -0.00462534  0.        
v_33_=_1110.4639/cm   0.98123145 -0.94009844 -0.05517238  0.               0.03088218 -0.00150918 -0.00151089  0.        
v_34_=_1159.3392/cm   0.98123145 -0.94009844 -0.05517238  0.               0.03555911 -0.00760557 -0.00207615  0.        
v_35_=_1177.8881/cm   0.98123145 -0.94009844 -0.05517238  0.               0.06881994 -0.01001432 -0.00373652  0.        
v_36_=_1190.6930/cm   0.98123145 -0.94009844 -0.05517238  0.               0.08811532 -0.00440906 -0.00429094  0.        
v_37_=_1212.5763/cm   0.98123145 -0.94009844 -0.05517238  0.               0.06765706 -0.00412004 -0.00335423  0.        
v_38_=_1228.4588/cm   0.98123145 -0.94009844 -0.05517238  0.               0.52429895 -0.22078452 -0.03697194  0.        
v_39_=_1238.9638/cm   0.98123145 -0.94009844 -0.05517238  0.               0.38678997 -0.11536514 -0.02447984  0.        
v_40_=_1318.5650/cm   0.98123145 -0.94009844 -0.05517238  0.               0.07067241 -0.00527744 -0.00356345  0.        
v_41_=_1340.0531/cm   0.98123145 -0.94009844 -0.05517238  0.               0.30137305 -0.07628817 -0.01829723  0.        
v_42_=_1359.2679/cm   0.98123145 -0.94009844 -0.05517238  0.               0.03263613 -0.00743982 -0.00193489  0.        
v_43_=_1368.3743/cm   0.98123145 -0.94009844 -0.05517238  0.               0.08201592 -0.00716531 -0.00418161  0.        
v_44_=_1382.1569/cm   0.98123145 -0.94009844 -0.05517238  0.               0.34511388 -0.052337   -0.01890962  0.        
v_45_=_1460.9495/cm   0.98123145 -0.94009844 -0.05517238  0.               0.04985048 -0.00705744 -0.00269879  0.        
v_46_=_1494.5467/cm   0.98123145 -0.94009844 -0.05517238  0.               0.03412987 -0.00202764 -0.00168822  0.        
v_47_=_1505.4504/cm   0.98123145 -0.94009844 -0.05517238  0.               0.17437074 -0.01498097 -0.00889523  0.        
v_48_=_1539.3000/cm   0.98123145 -0.94009844 -0.05517238  0.               0.01050746 -0.0010512  -0.00054455  0.        
v_49_=_1634.6360/cm   0.98123145 -0.94009844 -0.05517238  0.               0.19804932 -0.00978059 -0.00964148  0.        
v_50_=_1656.0523/cm   0.98123145 -0.94009844 -0.05517238  0.               1.00832798 -0.10342726 -0.05246003  0.        
v_51_=_1680.7437/cm   0.98123145 -0.94009844 -0.05517238  0.               0.05525035 -0.00355596 -0.00276101  0.        
v_52_=_1815.5212/cm   0.98123145 -0.94009844 -0.05517238  0.               0.12837728 -0.03753005 -0.00808536  0.        
v_53_=_3040.0581/cm   0.98123145 -0.94009844 -0.05517238  0.               2.42243844 -0.97898344 -0.16838429  0.        
v_54_=_3083.8355/cm   0.98123145 -0.94009844 -0.05517238  0.               1.56812495 -0.20155692 -0.08363439  0.        
v_55_=_3103.7065/cm   0.98123145 -0.94009844 -0.05517238  0.               0.37222183 -0.13732277 -0.02508811  0.        
v_56_=_3166.6573/cm   0.98123145 -0.94009844 -0.05517238  0.               1.09975703 -0.16065881 -0.05967937  0.        
v_57_=_3176.1083/cm   0.98123145 -0.94009844 -0.05517238  0.               1.19960669 -0.05863341 -0.05846325  0.        
v_58_=_3185.6408/cm   0.98123145 -0.94009844 -0.05517238  0.               2.52700569 -0.32160991 -0.1348388   0.        
v_59_=_3194.1441/cm   0.98123145 -0.94009844 -0.05517238  0.               0.80154639 -0.03916052 -0.03900885  0.        
v_60_=_3205.5084/cm   0.98123145 -0.94009844 -0.05517238  0.               6.53337917 -2.47475468 -0.44454029  0.        
v_61_=_3480.0034/cm   0.98123145 -0.94009844 -0.05517238  0.               2.40364995 -0.97858177 -0.16763934  0.        
v_62_=_3571.6208/cm   0.98123145 -0.94009844 -0.05517238  0.               1.0590073  -0.07166287 -0.05254981  0.        
v_63_=_3666.4515/cm   0.98123145 -0.94009844 -0.05517238  0.               2.57870135 -0.73933593 -0.16130974  0.        

# State.Header   Initial.State.S0  Initial.State.S1  Initial.State.S2  Initial.State.S3     Final.State.S0  Final.State.S1  Final.State.S2  Final.State.S3
v_1_=_33.9110/cm   1.00729259 -0.59688005  0.2659157   0.               0.0598072  -0.00052667 -0.00127282  0.        
v_2_=_42.9975/cm   1.00729259 -0.59688005  0.2659157   0.               0.07433858 -0.0007555  -0.00150743  0.        
v_3_=_54.9092/cm   1.00729259 -0.59688005  0.2659157   0.               0.02789229 -0.00038164 -0.00049246  0.        
v_4_=_91.9286/cm   1.00729259 -0.59688005  0.2659157   0.               0.04891585 -0.0010784  -0.0006018   0.        
v_5_=_179.9603/cm   1.00729259 -0.59688005  0.2659157   0.               0.04758193 -0.00074368 -0.00078919  0.        
v_6_=_245.1754/cm   1.00729259 -0.59688005  0.2659157   0.               7.08072521e-03 -2.30543378e-04 -3.41498172e-05  0.00000000e+00
v_7_=_289.3892/cm   1.00729259 -0.59688005  0.2659157   0.               0.03970868 -0.00291021  0.00090133  0.        
v_8_=_298.6721/cm   1.00729259 -0.59688005  0.2659157   0.               0.04164211 -0.00393664  0.0015493   0.        
v_9_=_317.1495/cm   1.00729259 -0.59688005  0.2659157   0.               0.03235829 -0.00438798  0.00210594  0.        
v_10_=_358.5207/cm   1.00729259 -0.59688005  0.2659157   0.               1.01771602e-03 -5.72368370e-05  1.12758351e-05  0.00000000e+00
v_11_=_416.0615/cm   1.00729259 -0.59688005  0.2659157   0.               4.14621085e-04 -4.09202868e-05  1.65647176e-05  0.00000000e+00
v_12_=_458.2468/cm   1.00729259 -0.59688005  0.2659157   0.               0.08410717 -0.0122533   0.00604767  0.        
v_13_=_519.3121/cm   1.00729259 -0.59688005  0.2659157   0.               1.68955132e-02 -6.32443754e-04 -3.14665778e-05  0.00000000e+00
v_14_=_597.9584/cm   1.00729259 -0.59688005  0.2659157   0.               0.03012061 -0.00149489  0.00020215  0.        
v_15_=_627.0428/cm   1.00729259 -0.59688005  0.2659157   0.               0.03408494 -0.00230076  0.00062782  0.        
v_16_=_634.8215/cm   1.00729259 -0.59688005  0.2659157   0.               0.08129499 -0.00070836 -0.00170705  0.        
v_17_=_644.0624/cm   1.00729259 -0.59688005  0.2659157   0.               0.04155504 -0.00414577  0.00168441  0.        
v_18_=_711.3407/cm   1.00729259 -0.59688005  0.2659157   0.               0.001909   -0.00024672  0.00011617  0.        
v_19_=_755.2786/cm   1.00729259 -0.59688005  0.2659157   0.               0.16149732 -0.03211526  0.01743781  0.        
v_20_=_771.8421/cm   1.00729259 -0.59688005  0.2659157   0.               0.03463071 -0.00657931  0.00352856  0.        
v_21_=_804.1376/cm   1.00729259 -0.59688005  0.2659157   0.               0.08523061 -0.01249619  0.00618059  0.        
v_22_=_834.6371/cm   1.00729259 -0.59688005  0.2659157   0.               0.14179524 -0.02422857  0.01263374  0.        
v_23_=_859.3486/cm   1.00729259 -0.59688005  0.2659157   0.               0.01383367 -0.00019334 -0.0002438   0.        
v_24_=_864.7519/cm   1.00729259 -0.59688005  0.2659157   0.               0.04824631 -0.00844175  0.00442412  0.        
v_25_=_926.4249/cm   1.00729259 -0.59688005  0.2659157   0.               0.06961918 -0.0017641  -0.00068609  0.        
v_26_=_971.2632/cm   1.00729259 -0.59688005  0.2659157   0.               0.0351438  -0.00439189  0.00203886  0.        
v_27_=_979.7681/cm   1.00729259 -0.59688005  0.2659157   0.               7.48600190e-04 -7.94731158e-05  3.37208065e-05  0.00000000e+00
v_28_=_1001.1721/cm   1.00729259 -0.59688005  0.2659157   0.               2.46282690e-03 -1.79388377e-04  5.51453563e-05  0.00000000e+00
v_29_=_1016.2137/cm   1.00729259 -0.59688005  0.2659157   0.               0.79840189 -0.15442987  0.08332646  0.        
v_30_=_1033.0237/cm   1.00729259 -0.59688005  0.2659157   0.               0.53418529 -0.049775    0.01937213  0.        
v_31_=_1054.6929/cm   1.00729259 -0.59688005  0.2659157   0.               0.41137029 -0.08152783  0.0442689   0.        
v_32_=_1106.2333/cm   1.00729259 -0.59688005  0.2659157   0.               0.07846068 -0.00774947  0.00314352  0.        
v_33_=_1110.4639/cm   1.00729259 -0.59688005  0.2659157   0.               0.03165573 -0.00027206 -0.0006717   0.        
v_34_=_1159.3392/cm   1.00729259 -0.59688005  0.2659157   0.               0.03632849 -0.00308264  0.00111637  0.        
v_35_=_1177.8881/cm   1.00729259 -0.59688005  0.2659157   0.               0.07040898 -0.00374502  0.00065755  0.        
v_36_=_1190.6930/cm   1.00729259 -0.59688005  0.2659157   0.               0.0903229  -0.0008304  -0.00186583  0.        
v_37_=_1212.5763/cm   1.00729259 -0.59688005  0.2659157   0.               0.06933607 -0.00098156 -0.00121116  0.        
v_38_=_1228.4588/cm   1.00729259 -0.59688005  0.2659157   0.               0.53335115 -0.09674277  0.05130756  0.        
v_39_=_1238.9638/cm   1.00729259 -0.59688005  0.2659157   0.               0.39446963 -0.04895131  0.02260132  0.        
v_40_=_1318.5650/cm   1.00729259 -0.59688005  0.2659157   0.               0.07239964 -0.00149051 -0.00096059  0.        
v_41_=_1340.0531/cm   1.00729259 -0.59688005  0.2659157   0.               0.30763623 -0.03171984  0.01323398  0.        
v_42_=_1359.2679/cm   1.00729259 -0.59688005  0.2659157   0.               0.03333114 -0.00304841  0.00116552  0.        
v_43_=_1368.3743/cm   1.00729259 -0.59688005  0.2659157   0.               0.08400281 -0.00222342 -0.000773    0.        
v_44_=_1382.1569/cm   1.00729259 -0.59688005  0.2659157   0.               0.35300263 -0.01982784  0.00385401  0.        
v_45_=_1460.9495/cm   1.00729259 -0.59688005  0.2659157   0.               0.05099908 -0.00262717  0.00040102  0.        
v_46_=_1494.5467/cm   1.00729259 -0.59688005  0.2659157   0.               0.03497649 -0.00047161 -0.00062514  0.        
v_47_=_1505.4504/cm   1.00729259 -0.59688005  0.2659157   0.               0.17859386 -0.00460583 -0.00173704  0.        
v_48_=_1539.3000/cm   1.00729259 -0.59688005  0.2659157   0.               1.07591856e-02 -3.47209877e-04 -5.63964407e-05  0.00000000e+00
v_49_=_1634.6360/cm   1.00729259 -0.59688005  0.2659157   0.               0.20301063 -0.00180794 -0.0042426   0.        
v_50_=_1656.0523/cm   1.00729259 -0.59688005  0.2659157   0.               1.03241716 -0.03450414 -0.00460186  0.        
v_51_=_1680.7437/cm   1.00729259 -0.59688005  0.2659157   0.               0.05661575 -0.00089077 -0.00093656  0.        
v_52_=_1815.5212/cm   1.00729259 -0.59688005  0.2659157   0.               0.13093087 -0.01589404  0.0072536   0.        
v_53_=_3040.0581/cm   1.00729259 -0.59688005  0.2659157   0.               2.46499044 -0.42770281  0.22380678  0.        
v_54_=_3083.8355/cm   1.00729259 -0.59688005  0.2659157   0.               1.60448208 -0.07312957  0.00609692  0.        
v_55_=_3103.7065/cm   1.00729259 -0.59688005  0.2659157   0.               0.37905591 -0.05951955  0.03021348  0.        
v_56_=_3166.6573/cm   1.00729259 -0.59688005  0.2659157   0.               1.12518031 -0.06014629  0.01073053  0.        
v_57_=_3176.1083/cm   1.00729259 -0.59688005  0.2659157   0.               1.22967805 -0.01065157 -0.0260045   0.        
v_58_=_3185.6408/cm   1.00729259 -0.59688005  0.2659157   0.               2.58619108 -0.1158373   0.00889834  0.        
v_59_=_3194.1441/cm   1.00729259 -0.59688005  0.2659157   0.               0.82164735 -0.00711485 -0.01733451  0.        
v_60_=_3205.5084/cm   1.00729259 -0.59688005  0.2659157   0.               6.65203216 -1.07496427  0.55071741  0.        
v_61_=_3480.0034/cm   1.00729259 -0.59688005  0.2659157   0.               2.44572159 -0.42773029  0.2243082   0.        
v_62_=_3571.6208/cm   1.00729259 -0.59688005  0.2659157   0.               1.08510122 -0.01885566 -0.01636478  0.        
v_63_=_3666.4515/cm   1.00729259 -0.59688005  0.2659157   0.               2.63030792 -0.31248893  0.14116542  0.        

# State.Header   Initial.State.S0  Initial.State.S1  Initial.State.S2  Initial.State.S3     Final.State.S0  Final.State.S1  Final.State.S2  Final.State.S3
v_1_=_33.9110/cm  1.01443388 0.03149704 0.51488391 0.               6.01680029e-02  2.89105784e-03 -1.83750413e-05  0.00000000e+00
v_2_=_42.9975/cm  1.01443388 0.03149704 0.51488391 0.              0.07478892 0.00365288 0.00010029 0.        
v_3_=_54.9092/cm  1.01443388 0.03149704 0.51488391 0.              0.02806144 0.00143962 0.0001721  0.        
v_4_=_91.9286/cm  1.01443388 0.03149704 0.51488391 0.              0.04920046 0.00279236 0.00081625 0.        
v_5_=_179.9603/cm  1.01443388 0.03149704 0.51488391 0.              0.04786301 0.00251589 0.0004072  0.        
v_6_=_245.1754/cm  1.01443388 0.03149704 0.51488391 0.              0.0071209  0.00045695 0.00021963 0.        
v_7_=_289.3892/cm  1.01443388 0.03149704 0.51488391 0.              0.03988687 0.00361898 0.00331303 0.        
v_8_=_298.6721/cm  1.01443388 0.03149704 0.51488391 0.              0.0418053  0.00438626 0.00463076 0.        
v_9_=_317.1495/cm  1.01443388 0.03149704 0.51488391 0.              0.03244872 0.00428755 0.00532199 0.        
v_10_=_358.5207/cm  1.01443388 0.03149704 0.51488391 0.              1.02278397e-03 8.15471955e-05 6.26411163e-05 0.00000000e+00
v_11_=_416.0615/cm  1.01443388 0.03149704 0.51488391 0.              4.16196027e-04 4.47488574e-05 4.82470207e-05 0.00000000e+00
v_12_=_458.2468/cm  1.01443388 0.03149704 0.51488391 0.              0.08431795 0.0117002  0.01492683 0.        
v_13_=_519.3121/cm  1.01443388 0.03149704 0.51488391 0.              0.01698619 0.00114041 0.00062397 0.        
v_14_=_597.9584/cm  1.01443388 0.03149704 0.51488391 0.              0.03027687 0.00228275 0.00159903 0.        
v_15_=_627.0428/cm  1.01443388 0.03149704 0.51488391 0.              0.03423524 0.0029722  0.00258194 0.        
v_16_=_634.8215/cm  1.01443388 0.03149704 0.51488391 0.               8.18049702e-02  3.93965546e-03 -1.42223183e-05  0.00000000e+00
v_17_=_644.0624/cm  1.01443388 0.03149704 0.51488391 0.              0.04170124 0.00450362 0.00488716 0.        
v_18_=_711.3407/cm  1.01443388 0.03149704 0.51488391 0.              0.00191462 0.00024483 0.00029832 0.        
v_19_=_755.2786/cm  1.01443388 0.03149704 0.51488391 0.              0.16165922 0.02813671 0.03979321 0.        
v_20_=_771.8421/cm  1.01443388 0.03149704 0.51488391 0.              0.03467313 0.0058285  0.0081315  0.        
v_21_=_804.1376/cm  1.01443388 0.03149704 0.51488391 0.              0.08542917 0.01188916 0.01521926 0.        
v_22_=_834.6371/cm  1.01443388 0.03149704 0.51488391 0.              0.14205354 0.02209472 0.02981598 0.        
v_23_=_859.3486/cm  1.01443388 0.03149704 0.51488391 0.              1.39169195e-02 7.17638385e-04 9.02412019e-05 0.00000000e+00
v_24_=_864.7519/cm  1.01443388 0.03149704 0.51488391 0.              0.04832048 0.00763423 0.01038665 0.        
v_25_=_926.4249/cm  1.01443388 0.03149704 0.51488391 0.              0.07002108 0.00413696 0.00148093 0.        
v_26_=_971.2632/cm  1.01443388 0.03149704 0.51488391 0.              0.03525493 0.00441276 0.00530091 0.        
v_27_=_979.7681/cm  1.01443388 0.03149704 0.51488391 0.              7.51169350e-04 8.43376335e-05 9.43334733e-05 0.00000000e+00
v_28_=_1001.1721/cm  1.01443388 0.03149704 0.51488391 0.              0.00247387 0.00022386 0.00020424 0.        
v_29_=_1016.2137/cm  1.01443388 0.03149704 0.51488391 0.              0.79938133 0.13631626 0.19118673 0.        
v_30_=_1033.0237/cm  1.01443388 0.03149704 0.51488391 0.              0.5363001  0.05576622 0.05842891 0.        
v_31_=_1054.6929/cm  1.01443388 0.03149704 0.51488391 0.              0.41182176 0.07153353 0.10105477 0.        
v_32_=_1106.2333/cm  1.01443388 0.03149704 0.51488391 0.              0.07875885 0.00848291 0.00915378 0.        
v_33_=_1110.4639/cm  1.01443388 0.03149704 0.51488391 0.               3.18535932e-02  1.53635887e-03 -8.10239531e-06  0.00000000e+00
v_34_=_1159.3392/cm  1.01443388 0.03149704 0.51488391 0.              0.03648148 0.00359644 0.00358849 0.        
v_35_=_1177.8881/cm  1.01443388 0.03149704 0.51488391 0.              0.07076848 0.00549685 0.0040691  0.        
v_36_=_1190.6930/cm  1.01443388 0.03149704 0.51488391 0.              9.08891535e-02 4.40706580e-03 4.20886553e-05 0.00000000e+00
v_37_=_1212.5763/cm  1.01443388 0.03149704 0.51488391 0.              0.0697584  0.00361664 0.00047751 0.        
v_38_=_1228.4588/cm  1.01443388 0.03149704 0.51488391 0.              0.53418994 0.086822   0.11938975 0.        
v_39_=_1238.9638/cm  1.01443388 0.03149704 0.51488391 0.              0.39570763 0.04924917 0.05896997 0.        
v_40_=_1318.5650/cm  1.01443388 0.03149704 0.51488391 0.              0.07282152 0.0040687  0.00108135 0.        
v_41_=_1340.0531/cm  1.01443388 0.03149704 0.51488391 0.              0.30877265 0.03414152 0.03761797 0.        
v_42_=_1359.2679/cm  1.01443388 0.03149704 0.51488391 0.              0.03346488 0.00343938 0.00356487 0.        
v_43_=_1368.3743/cm  1.01443388 0.03149704 0.51488391 0.              0.08448588 0.00504376 0.00188901 0.        
v_44_=_1382.1569/cm  1.01443388 0.03149704 0.51488391 0.              0.35474006 0.02812649 0.02152473 0.        
v_45_=_1460.9495/cm  1.01443388 0.03149704 0.51488391 0.              0.05125179 0.00390453 0.00280942 0.        
v_46_=_1494.5467/cm  1.01443388 0.03149704 0.51488391 0.              0.03518841 0.00180729 0.00021207 0.        
v_47_=_1505.4504/cm  1.01443388 0.03149704 0.51488391 0.              0.17961175 0.01064406 0.00386338 0.        
v_48_=_1539.3000/cm  1.01443388 0.03149704 0.51488391 0.              0.01081901 0.00068847 0.00032478 0.        
v_49_=_1634.6360/cm  1.01443388 0.03149704 0.51488391 0.              2.04282036e-01 9.85955541e-03 5.88963486e-06 0.00000000e+00
v_50_=_1656.0523/cm  1.01443388 0.03149704 0.51488391 0.              1.03811812 0.06689218 0.03276254 0.        
v_51_=_1680.7437/cm  1.01443388 0.03149704 0.51488391 0.              0.05695646 0.00301439 0.00050281 0.        
v_52_=_1815.5212/cm  1.01443388 0.03149704 0.51488391 0.              0.13133875 0.01609481 0.01910104 0.        
