"W" "S0" "S1" "S2" "I" "polarisation"
-22 1.02448064071582 -0.0298399110336219 -0.603014230999424 NA 0.589325033033324
0 0.980573261007514 0.597792247428249 0.128653325754336 NA 0.62359395455171
10 0.960850405169897 0.538088668986066 0.414436413426214 NA 0.706861807679137
20 0.95160273745088 0.25925074801079 0.516952483079914 NA 0.607729684474621
30 0.958324434225587 -0.118206598109946 0.369629078301593 NA 0.404946544439737
40 0.971891772407178 -0.380946949180751 0.134909449960976 NA 0.415818007250419
50 0.997772400472022 -0.550263090717322 -0.271181933382052 NA 0.614826276309543
60 1.01968828892173 -0.427164475686709 -0.581618737626592 NA 0.707696655699598
70 1.02385890528644 -0.0312555971409716 -0.59394678547834 NA 0.580908760294743
80 1.00956808660389 0.352987984236144 -0.333219867605906 NA 0.480822967719419
90 0.978894373119772 0.627357583316187 0.15732874947775 NA 0.660729362581495
100 0.962640753883173 0.546039208713899 0.388812003303222 NA 0.696338166490908
110 0.951613491139042 0.267699278951559 0.517852908027097 NA 0.61259460422986
225 0.989584555698432 -0.5343181896919 -0.14742863971662 NA 0.560118222015558
265 0.990661021423468 0.550652017565996 -0.0272666160061515 NA 0.55652405046347
