"exp" "wavenumber" "signal" "P" "color"
"Mit Mikroskop" 1809.42 0.00214384952391559 0 45
"Mit Mikroskop" 1813.65 0.00211509168280519 0 45
"Mit Mikroskop" 1817.88 0.00210813889616062 0 45
"Mit Mikroskop" 1822.11 0.00212525509988932 0 45
"Mit Mikroskop" 1826.33 0.00213750450393029 0 45
"Mit Mikroskop" 1830.55 0.00210894990398955 0 45
"Mit Mikroskop" 1834.77 0.00211515168858249 0 45
"Mit Mikroskop" 1838.99 0.00210702353286213 0 45
"Mit Mikroskop" 1843.2 0.0020787224134599 0 45
"Mit Mikroskop" 1847.42 0.00211104896313554 0 45
"Mit Mikroskop" 1851.63 0.00215153457991098 0 45
"Mit Mikroskop" 1855.84 0.00213631068930146 0 45
"Mit Mikroskop" 1860.04 0.00215295210393672 0 45
"Mit Mikroskop" 1864.25 0.00206713621435347 0 45
"Mit Mikroskop" 1868.45 0.00204978871224688 0 45
"Mit Mikroskop" 1872.65 0.00211451680564041 0 45
"Mit Mikroskop" 1876.85 0.00217545914797412 0 45
"Mit Mikroskop" 1881.04 0.00218482526482805 0 45
"Mit Mikroskop" 1885.24 0.00218133423493785 0 45
"Mit Mikroskop" 1889.43 0.00219410485411256 0 45
"Mit Mikroskop" 1893.62 0.00216621599713174 0 45
"Mit Mikroskop" 1897.8 0.00210260237071648 0 45
"Mit Mikroskop" 1901.99 0.00201270390715794 0 45
"Mit Mikroskop" 1906.17 0.00200611329053649 0 45
"Mit Mikroskop" 1910.35 0.00209378026816405 0 45
"Mit Mikroskop" 1914.53 0.00218680658501198 0 45
"Mit Mikroskop" 1918.71 0.00222221926065337 0 45
"Mit Mikroskop" 1922.88 0.00215238797877574 0 45
"Mit Mikroskop" 1927.05 0.00208057338051748 0 45
"Mit Mikroskop" 1931.22 0.00210343253921638 0 45
"Mit Mikroskop" 1935.39 0.00212505786355072 0 45
"Mit Mikroskop" 1939.56 0.00208318793113133 0 45
"Mit Mikroskop" 1943.72 0.00211041987196826 0 45
"Mit Mikroskop" 1947.88 0.00205410783660792 0 45
"Mit Mikroskop" 1952.04 0.00201262538500124 0 45
"Mit Mikroskop" 1956.2 0.00197242605164655 0 45
"Mit Mikroskop" 1960.35 0.00195256929329259 0 45
"Mit Mikroskop" 1964.51 0.00198755988009438 0 45
"Mit Mikroskop" 1968.66 0.00202129533224975 0 45
"Mit Mikroskop" 1972.8 0.00206491561990134 0 45
"Mit Mikroskop" 1976.95 0.00211833766506857 0 45
"Mit Mikroskop" 1981.1 0.00212828576641293 0 45
"Mit Mikroskop" 1985.24 0.00212268383649981 0 45
"Mit Mikroskop" 1989.38 0.0020729510922875 0 45
