"wavenumber" "waveplate" "signal"
387.342 "60" 0.0412040248772387
387.342 "70" 0.0416018302559311
387.342 "80" 0.0415302960227856
387.342 "90" 0.0414769793498719
392.332 "0" 0.0421478071089996
392.332 "10" 0.0416048711325767
392.332 "20" 0.0414012998435103
392.332 "30" 0.0402256003506362
392.332 "40" 0.0399132574210844
392.332 "50" 0.0397312374089493
392.332 "60" 0.0396331415647629
392.332 "70" 0.0397665203101646
392.332 "80" 0.0397231811708526
392.332 "90" 0.0395720102569502
397.319 "0" 0.0423465386720659
397.319 "10" 0.041777008751815
397.319 "20" 0.0417083564637873
397.319 "30" 0.0404797806024732
397.319 "40" 0.0402890400812813
397.319 "50" 0.040086257959906
397.319 "60" 0.0399586499173481
397.319 "70" 0.0400965008716704
397.319 "80" 0.040017912997894
397.319 "90" 0.0400064048263873
402.303 "0" 0.0436577955274377
402.303 "10" 0.0431709277489806
402.303 "20" 0.0431288708611998
402.303 "30" 0.0421056939489348
402.303 "40" 0.0418307125333711
402.303 "50" 0.041515215677507
402.303 "60" 0.0414273258290122
402.303 "70" 0.0415466495600271
402.303 "80" 0.0414808154970779
402.303 "90" 0.0414543867245111
407.284 "0" 0.04217195206526
407.284 "10" 0.0417216081387268
407.284 "20" 0.0417556733856004
407.284 "30" 0.0407035012373546
407.284 "40" 0.040478537320184
407.284 "50" 0.0401439487994365
407.284 "60" 0.0399453185172422
407.284 "70" 0.0398503949679386
407.284 "80" 0.039781267005379
407.284 "90" 0.0399499232629854
412.263 "0" 0.0398642514380652
412.263 "10" 0.0397192716942532
412.263 "20" 0.0398489021108312
412.263 "30" 0.0389158368215422
412.263 "40" 0.0387826976228852
412.263 "50" 0.0386639568776355
412.263 "60" 0.0386743917071486
412.263 "70" 0.0390259953711331
412.263 "80" 0.0390831613274597
412.263 "90" 0.0392700906271287
417.239 "0" 0.0416491208970062
417.239 "10" 0.0415158344329706
417.239 "20" 0.0415523112961055
417.239 "30" 0.0406919475895438
417.239 "40" 0.0406177160832199
417.239 "50" 0.0403835876713323
417.239 "60" 0.0404108065709391
417.239 "70" 0.0405081488631141
417.239 "80" 0.0405170209093803
417.239 "90" 0.0404829038339969
422.212 "0" 0.0426957118856777
422.212 "10" 0.0423082610594644
422.212 "20" 0.0423345506205489
422.212 "30" 0.0411498921754981
422.212 "40" 0.0407344121229961
422.212 "50" 0.0405455657977064
422.212 "60" 0.0403041553700921
422.212 "70" 0.0402510068202015
422.212 "80" 0.0401276306853328
422.212 "90" 0.0400331052018137
427.182 "0" 0.0409331300786693
427.182 "10" 0.0403069139116531
427.182 "20" 0.0403210645859457
427.182 "30" 0.0390985945232762
427.182 "40" 0.0387259555118013
427.182 "50" 0.0386972400542877
427.182 "60" 0.0386010690065663
427.182 "70" 0.0387114654044804
427.182 "80" 0.0386496688957162
427.182 "90" 0.0385882041162392
432.15 "0" 0.0392049084017238
432.15 "10" 0.0387151355820296
432.15 "20" 0.038716316216367
432.15 "30" 0.037963186042963
432.15 "40" 0.0377870341642438
432.15 "50" 0.0379150854029611
432.15 "60" 0.0380089326518636
432.15 "70" 0.038276641520757
432.15 "80" 0.0383915096311544
432.15 "90" 0.0383088771117785
437.115 "0" 0.0394500725729831
437.115 "10" 0.0390831539404012
437.115 "20" 0.0392579439596752
437.115 "30" 0.0384358352715855
437.115 "40" 0.0384775749500757
437.115 "50" 0.0384465067901745
437.115 "60" 0.0384066527550223
437.115 "70" 0.0387412629802686
437.115 "80" 0.0386152476604413
437.115 "90" 0.038811049557298
442.077 "0" 0.0400973431311943
442.077 "10" 0.0399250454000094
442.077 "20" 0.0400734058036895
442.077 "30" 0.0392414396234822
442.077 "40" 0.0392087987589489
442.077 "50" 0.039045603969914
442.077 "60" 0.0390598913602102
442.077 "70" 0.0395215180203509
442.077 "80" 0.0394833081875305
442.077 "90" 0.0396685423834918
447.037 "0" 0.0407390417764223
447.037 "10" 0.0404048542812197
447.037 "20" 0.0405717435972538
447.037 "30" 0.0396206093379994
447.037 "40" 0.0395171332493669
447.037 "50" 0.0393307298499012
447.037 "60" 0.03956981741426
447.037 "70" 0.0397499661013934
447.037 "80" 0.0397113488712268
447.037 "90" 0.039738374134607
451.993 "0" 0.0409359160351609
451.993 "10" 0.0404929016841635
451.993 "20" 0.0404086512284509
451.993 "30" 0.0392918555412019
451.993 "40" 0.038913311538965
451.993 "50" 0.0386750512698529
451.993 "60" 0.0384810864056134
451.993 "70" 0.0385205401966526
451.993 "80" 0.038431309184441
451.993 "90" 0.0385296686778044
456.947 "0" 0.0398930396551449
456.947 "10" 0.0393967609823469
456.947 "20" 0.0393253957418344
456.947 "30" 0.0380787225210707
456.947 "40" 0.0376499966129469
456.947 "50" 0.0373936489687433
456.947 "60" 0.0371979391454228
456.947 "70" 0.0372580058743695
456.947 "80" 0.0370716703910819
456.947 "90" 0.0371155757177219
461.898 "0" 0.0383839798888706
461.898 "10" 0.0380532961149581
461.898 "20" 0.0378928004282143
461.898 "30" 0.0368403815420796
461.898 "40" 0.0366671804247397
461.898 "50" 0.0364750332931427
461.898 "60" 0.0362447440378526
461.898 "70" 0.0363894617208408
461.898 "80" 0.0362348041084606
461.898 "90" 0.0362714330792412
466.847 "0" 0.0370058600777007
466.847 "10" 0.0366603664144547
466.847 "20" 0.0367642415058192
466.847 "30" 0.0357112750514813
466.847 "40" 0.0356383281841436
466.847 "50" 0.035364484632181
466.847 "60" 0.0351771210793736
466.847 "70" 0.0353454429543374
466.847 "80" 0.0353559869453479
466.847 "90" 0.0353071387513418
471.793 "0" 0.0375862676801139
471.793 "10" 0.0371441324823142
471.793 "20" 0.037150830824463
471.793 "30" 0.0361461123418141
471.793 "40" 0.0360622881084683
471.793 "50" 0.0359291891960466
471.793 "60" 0.035689269033441
471.793 "70" 0.0358078571860128
471.793 "80" 0.035636735145559
471.793 "90" 0.0355792771931878
476.736 "0" 0.0375593367673619
476.736 "10" 0.0372143725453367
476.736 "20" 0.0371135813328228
476.736 "30" 0.0363015614214499
476.736 "40" 0.036093335678684
476.736 "50" 0.0359003437762814
476.736 "60" 0.0357448165338822
476.736 "70" 0.0359259438752473
476.736 "80" 0.0359346939634074
476.736 "90" 0.0358729813228781
481.676 "0" 0.0376809902008277
481.676 "10" 0.0374607074142468
481.676 "20" 0.0375102380816397
481.676 "30" 0.0367300967220677
481.676 "40" 0.0366971573890859
481.676 "50" 0.0364328746027166
481.676 "60" 0.0366657940911965
481.676 "70" 0.0370935674005756
481.676 "80" 0.0370953349903334
481.676 "90" 0.0372182694693619
486.614 "0" 0.0379289403285787
486.614 "10" 0.0375279795872824
486.614 "20" 0.0376219865565601
486.614 "30" 0.0369454147039957
486.614 "40" 0.037026903996894
486.614 "50" 0.0368023178635559
486.614 "60" 0.0369179797431993
486.614 "70" 0.0372701456274684
486.614 "80" 0.0371674044516903
486.614 "90" 0.0372952897830919
491.549 "0" 0.0377580683304282
491.549 "10" 0.0374241034377421
491.549 "20" 0.0375092313386224
491.549 "30" 0.0368330292207455
491.549 "40" 0.0366575449719141
491.549 "50" 0.0364661577793687
491.549 "60" 0.036536923890173
491.549 "70" 0.0366764013395415
491.549 "80" 0.0367640306008124
491.549 "90" 0.036730474149072
496.481 "0" 0.0367876268191934
496.481 "10" 0.0364822930152426
496.481 "20" 0.0365649063883935
496.481 "30" 0.0358100062236825
496.481 "40" 0.0358203311819598
496.481 "50" 0.035692878641816
496.481 "60" 0.0357470384338998
496.481 "70" 0.0363122087465752
496.481 "80" 0.0364649961193616
496.481 "90" 0.036324833830094
501.41 "0" 0.0368962791223651
501.41 "10" 0.0365090040251245
501.41 "20" 0.0366877290365043
501.41 "30" 0.0361807732852464
501.41 "40" 0.0362592795884576
501.41 "50" 0.0361721563856077
501.41 "60" 0.0363413966886202
501.41 "70" 0.0367702085225783
501.41 "80" 0.0368554620070114
501.41 "90" 0.0369420232774503
506.337 "0" 0.038374693367232
506.337 "10" 0.0382392838874685
506.337 "20" 0.0382340863110795
506.337 "30" 0.0375798150019691
506.337 "40" 0.0376617732775115
506.337 "50" 0.0375312194322391
506.337 "60" 0.0375178927479638
506.337 "70" 0.0376244056951719
506.337 "80" 0.0375793836113869
506.337 "90" 0.0376280175384054
511.261 "0" 0.0386458597990794
511.261 "10" 0.0383174383237893
511.261 "20" 0.0383669763893633
511.261 "30" 0.0374191142642374
511.261 "40" 0.0373148969757913
511.261 "50" 0.0371717611243953
511.261 "60" 0.0368457679926258
511.261 "70" 0.0368584976360247
511.261 "80" 0.0367349876835492
511.261 "90" 0.0367469051493344
516.183 "0" 0.0370671511205156
516.183 "10" 0.0366514627444941
516.183 "20" 0.0367612212767673
516.183 "30" 0.0357280803573879
516.183 "40" 0.0355141379032808
516.183 "50" 0.0354443642561463
516.183 "60" 0.0352759956301589
516.183 "70" 0.0355209175673121
516.183 "80" 0.0354452670243422
516.183 "90" 0.0355638731304418
521.101 "0" 0.0356946032223289
521.101 "10" 0.0353930773900621
521.101 "20" 0.0355027925051403
521.101 "30" 0.0348773117458673
521.101 "40" 0.0350205885974382
521.101 "50" 0.0350593888462026
521.101 "60" 0.035243778079903
521.101 "70" 0.0356379006426285
521.101 "80" 0.0357841010590797
521.101 "90" 0.0359315167613129
526.017 "0" 0.0369129948613146
526.017 "10" 0.0369591340064661
526.017 "20" 0.0372565388412797
526.017 "30" 0.0366880834573012
526.017 "40" 0.0368652425105984
526.017 "50" 0.0369066051503995
526.017 "60" 0.037014632393967
526.017 "70" 0.0373518130574063
526.017 "80" 0.0374825738871762
526.017 "90" 0.0376454754761842
530.93 "0" 0.0387108654505497
530.93 "10" 0.0384252716599788
530.93 "20" 0.0384374484005744
530.93 "30" 0.0376165766086398
530.93 "40" 0.0375054648205635
530.93 "50" 0.037480185228039
530.93 "60" 0.0373923553969668
530.93 "70" 0.0375107334616097
530.93 "80" 0.0374212610618428
530.93 "90" 0.037354852159043
535.841 "0" 0.0385864260605923
535.841 "10" 0.0381730010110951
535.841 "20" 0.0380699871992594
535.841 "30" 0.037149179038113
535.841 "40" 0.03694874976842
535.841 "50" 0.0367856762752298
535.841 "60" 0.0365080391899436
535.841 "70" 0.0365252062327646
535.841 "80" 0.0363423704686947
535.841 "90" 0.0363546150180696
540.749 "0" 0.0380840252399435
540.749 "10" 0.0376832991632619
540.749 "20" 0.0377065529700135
540.749 "30" 0.036823576236173
540.749 "40" 0.0368063591877756
540.749 "50" 0.0366336831018515
540.749 "60" 0.036581361890526
540.749 "70" 0.0366223242575556
540.749 "80" 0.036573638143198
540.749 "90" 0.0365856759592596
545.654 "0" 0.0378388610686841
545.654 "10" 0.0374666431942205
545.654 "20" 0.0373954693776673
545.654 "30" 0.0366838821308246
545.654 "40" 0.0366918043597383
545.654 "50" 0.0363907159122904
545.654 "60" 0.0362580754379584
545.654 "70" 0.0363541460754623
545.654 "80" 0.03628966295218
545.654 "90" 0.0362673253291756
550.556 "0" 0.0380960977180737
550.556 "10" 0.0377476034463107
550.556 "20" 0.0376924585677713
550.556 "30" 0.0369653710047598
550.556 "40" 0.0368652425105984
550.556 "50" 0.036716891043482
550.556 "60" 0.0365858056905612
550.556 "70" 0.0366962663900669
550.556 "80" 0.0367317606927421
550.556 "90" 0.0367551206494656
555.456 "0" 0.0385659957129874
555.456 "10" 0.038166075934459
555.456 "20" 0.0381565670987473
555.456 "30" 0.037383402989186
555.456 "40" 0.0371778594244944
555.456 "50" 0.0370319717824561
555.456 "60" 0.0369157578431817
555.456 "70" 0.0369765843252592
555.456 "80" 0.0368855805878769
555.456 "90" 0.0368639760262039
560.353 "0" 0.0388975245354858
560.353 "10" 0.0384856187563785
560.353 "20" 0.0384173135402284
560.353 "30" 0.0375630096960625
560.353 "40" 0.0374626405857832
560.353 "50" 0.0373514902783172
560.353 "60" 0.0371057302946904
560.353 "70" 0.0372657311717961
560.353 "80" 0.0372039770141699
560.353 "90" 0.0371628148434763
565.248 "0" 0.0387201519721883
565.248 "10" 0.0383599780802677
565.248 "20" 0.0382985178641868
565.248 "30" 0.0373991579634734
565.248 "40" 0.0371543060953653
565.248 "50" 0.0368644464599734
565.248 "60" 0.03670023354147
565.248 "70" 0.0368275964463184
565.248 "80" 0.0367382146743562
565.248 "90" 0.0366935043984816
570.139 "0" 0.0377422812436426
570.139 "10" 0.0373222058815263
570.139 "20" 0.0373058692491275
570.139 "30" 0.0362805547890667
570.139 "40" 0.0359477332804311
570.139 "50" 0.0356507199513899
570.139 "60" 0.0354870761318352
570.139 "70" 0.0354756693966708
570.139 "80" 0.0353344736733011
570.139 "90" 0.035269142063235
575.028 "0" 0.0365517491695727
575.028 "10" 0.0361498893367134
575.028 "20" 0.0360877101981925
575.028 "30" 0.0352407264860971
575.028 "40" 0.0351854619013422
575.028 "50" 0.0349728525869068
575.028 "60" 0.0349249354273708
575.028 "70" 0.0349922865005519
575.028 "80" 0.0349203431863998
575.028 "90" 0.0348932829322327
579.915 "0" 0.035513516050376
579.915 "10" 0.0353436125569477
579.915 "20" 0.0352752685832302
579.915 "30" 0.0345422559593549
579.915 "40" 0.0346233938198511
579.915 "50" 0.0344791521332326
579.915 "60" 0.0344683349737445
579.915 "70" 0.0346391300467664
579.915 "80" 0.0347493126736276
579.915 "90" 0.0347207574294775
584.798 "0" 0.0349033915787192
584.798 "10" 0.0346936446498236
584.798 "20" 0.0346762564879357
584.798 "30" 0.0340979656844497
584.798 "40" 0.0341448329961816
584.798 "50" 0.0340242820523192
584.798 "60" 0.0340606163205064
584.798 "70" 0.0341546435367295
584.798 "80" 0.0341200494662581
584.798 "90" 0.0342606894221304
589.679 "0" 0.0349006056222276
589.679 "10" 0.0347460773729249
589.679 "20" 0.0347175329516451
589.679 "30" 0.033969825226912
589.679 "40" 0.0339157233401071
589.679 "50" 0.03380794140408
589.679 "60" 0.0336306786670919
589.679 "70" 0.0336999546024807
589.679 "80" 0.0336607411080585
589.679 "90" 0.0336763619752989
594.558 "0" 0.0337760078517918
594.558 "10" 0.0335895895747087
594.558 "20" 0.0336705202136514
594.558 "30" 0.0330014194740454
594.558 "40" 0.0331052746968904
594.558 "50" 0.0328859974108141
594.558 "60" 0.0329163378114187
594.558 "70" 0.0332077427950171
594.558 "80" 0.0332423079667478
594.558 "90" 0.033316933844559
599.433 "0" 0.0339830972843329
599.433 "10" 0.0339012180233299
599.433 "20" 0.0339483812864267
599.433 "30" 0.0334656660497146
599.433 "40" 0.0335774118853429
599.433 "50" 0.0335716308498493
599.433 "60" 0.0336117925169419
599.433 "70" 0.0337418919313677
599.433 "80" 0.0335542504114267
599.433 "90" 0.0336753350377825
604.306 "0" 0.0346415116685104
604.306 "10" 0.0344997425040149
604.306 "20" 0.0345322922364616
604.306 "30" 0.033819627805372
604.306 "40" 0.0338878875874999
604.306 "50" 0.0338523189729495
604.306 "60" 0.0336828933175066
604.306 "70" 0.0337816220324186
604.306 "80" 0.0337102216337661
604.306 "90" 0.0337020354132089
609.177 "0" 0.0352219192709236
609.177 "10" 0.0349043648388912
609.177 "20" 0.034930962471313
609.177 "30" 0.0342114014993191
609.177 "40" 0.0340945145203147
609.177 "50" 0.0339965460717757
609.177 "60" 0.0339428556195712
609.177 "70" 0.0341325712583679
609.177 "80" 0.034018937087638
609.177 "90" 0.0340532480438177
614.044 "0" 0.0351847731843691
614.044 "10" 0.0347569596362101
614.044 "20" 0.0348323016556175
614.044 "30" 0.0340496504299683
614.044 "40" 0.0339863833274945
614.044 "50" 0.0339089003732583
614.044 "60" 0.0338984176192183
614.044 "70" 0.0339747544680825
614.044 "80" 0.0339597755895093
614.044 "90" 0.0340861100443424
618.909 "0" 0.0349470382304207
618.909 "10" 0.0346441798167091
618.909 "20" 0.0346933711192298
618.909 "30" 0.0340160398181551
618.909 "40" 0.0336566367196864
618.909 "50" 0.0337058729956799
618.909 "60" 0.0336373443671448
618.909 "70" 0.0338246629752237
618.909 "80" 0.033697313670538
618.909 "90" 0.0337564631015781
623.772 "0" 0.0342570496726719
623.772 "10" 0.0339417791864837
623.772 "20" 0.0339604622026343
623.772 "30" 0.0332324924302608
623.772 "40" 0.0330870743971088
623.772 "50" 0.0329436882503446
623.772 "60" 0.0328941188112422
623.772 "70" 0.032998056150582
623.772 "80" 0.032949727466911
623.772 "90" 0.0330437684651966
628.631 "0" 0.0328167101665233
628.631 "10" 0.0325498387826427
628.631 "20" 0.032543974777291
628.631 "30" 0.0319101249217369
628.631 "40" 0.0318194770476127
628.631 "50" 0.0316400971648002
628.631 "60" 0.0315276503003898
628.631 "70" 0.0315203171142733
628.631 "80" 0.0314792953225108
628.631 "90" 0.0315146585032773
633.488 "0" 0.0320477861748464
633.488 "10" 0.0318108341759126
633.488 "20" 0.0318060321456089
633.488 "30" 0.031246315338427
633.488 "40" 0.03123920866634
633.488 "50" 0.0309267277452214
633.488 "60" 0.0307844247444872
633.488 "70" 0.030754409055126
633.488 "80" 0.0307080445196323
633.488 "90" 0.0307013239902887
638.343 "0" 0.0320542867399934
638.343 "10" 0.0317722516060833
638.343 "20" 0.0318020051735397
638.343 "30" 0.0311885470993731
638.343 "40" 0.031154630802649
