"X" "Y1" "Y2" "Y3" "Y4"
0 0.178521126760563 0.0002332 100 1.687
10 12.4647887323944 0.0002332 99.5850622406639 1.687
20 43.5211267605634 0.0002332 98.9922940130409 1.687
30 75.4929577464789 0.0002332 98.3995257854179 1.687
40 96.3380281690141 0.0002332 98.5773562537048 1.687
50 97.3239436619718 0.0002332 98.8737403675163 1.687
60 74.7887323943662 0.0002332 98.5180794309425 1.687
70 39.6478873239437 0.0002332 99.1701244813278 1.687
80 12.3802816901408 0.0002332 99.5850622406639 1.687
90 0.0329577464788732 0.0002332 99.5850622406639 1.687
100 11.5070422535211 0.0002332 99.8814463544754 1.687
110 41.6901408450704 0.0002332 99.407231772377 1.687
120 73.8028169014084 0.0002332 99.1701244813278 1.687
130 97.112676056338 0.0002332 98.4588026081802 1.687
140 94.7183098591549 0.0002332 97.6882039122703 1.687
150 73.0281690140845 0.0002332 97.7474807350326 1.687
160 38.7323943661972 0.0002332 97.3325429756965 1.687
170 10.830985915493 0.0002332 97.0954356846473 1.687
180 0.163802816901408 0.0002332 97.036158861885 1.687
190 11.5985915492958 0.0002332 97.4510966212211 1.687
200 44.2253521126761 0.0002332 97.2139893301719 1.687
210 75.0704225352113 0.0002332 97.6882039122703 1.687
220 97.8169014084507 0.0002332 98.5180794309425 1.687
230 93.3098591549296 0.0002332 98.4588026081802 1.687
240 66.4788732394366 0.0002332 98.9922940130409 1.687
250 35.2112676056338 0.0001975 97.1544715447154 1.722
260 6.57746478873239 0.0001975 97.0963995354239 1.722
270 0.540140845070423 0.0001975 97.5609756097561 1.722
280 17.3943661971831 0.0001975 97.32868757259 1.722
290 46.830985915493 0.0001975 97.0383275261324 1.722
300 81.6197183098592 0.0001975 96.6898954703833 1.722
310 97.6760563380282 0.0001975 96.8060394889663 1.722
320 93.4507042253521 0.0001975 97.212543554007 1.722
330 71.6901408450704 0.0001975 96.9802555168409 1.722
340 35.1408450704225 0.0001975 96.8060394889663 1.722
350 8.7112676056338 0.0001975 97.2706155632985 1.722
358 0.0290845070422535 0.0003214 98.2537834691502 1.718
2 0.961971830985916 0.0003214 98.0209545983702 1.718
356 0.208450704225352 0.0003214 98.0209545983702 1.718
354 1.72605633802817 0.0003214 98.4284051222352 1.718
48 97.6760563380282 0.0003214 97.2060535506403 1.718
46 100 0.0003214 97.3806752037253 1.718
44 99.2253521126761 0.0003214 97.6135040745052 1.718
42 99.0845070422535 0.0003214 97.2642607683353 1.718
86 1.73943661971831 0.0003214 97.9045401629802 1.718
88 0.423943661971831 0.0003214 98.0209545983702 1.718
92 0.707746478873239 0.0003214 98.3701979045402 1.718
94 2.07746478873239 0.0003214 98.3119906868452 1.718
126 90.8450704225352 0.0003214 97.2737819025522 1.724
128 93.3098591549296 0.0002271 97.1577726218097 1.724
132 98.0985915492958 0.0002271 96.8097447795824 1.724
134 99.0845070422535 0.0002271 96.8677494199536 1.724
176 1.6612676056338 0.0002271 94.7795823665893 1.724
178 0.287323943661972 0.0002271 94.6635730858469 1.724
182 0.873239436619718 0.0002271 95.5336426914153 1.724
184 3.30985915492958 0.0002271 94.7795823665893 1.724
228 95.5633802816901 0.0002271 97.0417633410673 1.724
226 99.1549295774648 0.0002271 97.0997679814385 1.724
224 99.5070422535211 0.0002271 96.5197215777262 1.724
222 98.2394366197183 0.0002271 96.2877030162413 1.724
268 0.0203521126760563 0.0002271 96.8677494199536 1.724
264 2.13380281690141 0.0002271 97.0417633410673 1.724
266 0.507746478873239 0.0002271 96.8097447795824 1.724
272 2.70422535211268 0.0002271 96.8097447795824 1.724
314 100 0.0002271 96.7517401392111 1.724
312 100 0.0002271 96.9257540603248 1.724
316 98.6619718309859 0.0002271 97.3317865429234 1.724
318 96.830985915493 0.0002271 96.6937354988399 1.724
